t,i1,q1,q2,i2,p
1098,0,0,0,0,4096
1099,0,0,0,0,0
1100,0,0,0,0,0
1101,0,0,0,0,0
1102,0,0,0,0,0
1103,0,21,0,0,4096
1104,0,0,231,0,4096
1105,0,0,0,0,4096
1106,0,0,0,0,4096
1107,0,0,0,0,4096
1108,0,0,0,0,0
1109,0,0,0,0,0
1110,0,0,0,0,0
1111,0,0,0,0,0
1112,0,0,0,0,0
1113,0,0,0,0,4096
1114,0,0,0,0,4096
1115,0,0,0,0,4096
1116,0,0,0,0,4096
1117,0,0,0,0,4096
1118,0,0,0,0,4096
1119,0,0,0,0,0
1120,0,0,0,0,0
1121,0,0,0,0,0
1122,0,0,0,0,0
1123,0,706,0,0,0
1124,0,706,0,0,4096
1125,0,1634,0,0,4096
1126,0,559,0,0,4096
1127,0,0,0,0,4096
1128,0,0,0,0,4096
1129,0,0,0,0,0
1130,0,0,0,0,0
1131,0,0,0,0,0
1132,0,0,0,0,0
1133,0,0,0,0,0
1134,0,0,0,0,4096
1135,0,0,0,0,4096
1136,0,0,0,0,4096
1137,0,0,0,0,4096
1138,0,0,0,0,4096
1139,0,0,0,0,0
1140,0,0,0,0,0
1141,0,0,0,0,0
1142,0,0,0,0,0
1143,0,0,0,0,0
1144,0,0,0,0,4096
1145,0,0,0,0,4096
1146,0,0,0,0,4096
1147,0,0,0,0,4096
1148,0,0,0,0,0
1149,0,0,0,0,0
1150,0,0,0,0,0
1151,0,0,0,0,0
1152,0,0,0,0,0
1153,0,0,0,0,4096
1154,0,0,0,0,4096
1155,0,0,1236,0,4096
1156,0,0,0,0,4096
1157,0,0,0,0,4096
1158,0,0,0,0,0
1159,0,0,0,0,0
1160,0,0,0,0,0
1161,0,0,0,0,0
1162,0,0,0,0,0
1163,0,0,0,0,4096
1164,1164,0,0,0,4096
1165,3190,0,3091,0,4096
1166,2974,0,0,0,4096
1167,2931,0,0,0,4096
1168,603,0,0,0,0
1169,0,4096,0,0,0
1170,0,4096,0,0,0
1171,0,4096,0,0,0
1172,0,4096,0,0,0
1173,0,3038,0,0,4096
1174,0,3038,0,0,4096
1175,0,3510,0,0,4096
1176,0,2591,231,0,4096
1177,0,0,0,0,4096
1178,0,0,0,0,4096
1179,0,0,0,0,0
1180,0,0,0,0,0
1181,0,0,0,0,0
1182,0,0,0,0,0
1183,0,0,0,0,0
1184,0,0,0,0,4096
1185,0,0,0,0,4096
1186,0,0,0,0,4096
1187,0,0,0,0,4096
1188,0,0,0,0,4096
1189,0,0,0,0,0
1190,0,0,0,0,0
1191,0,0,0,0,0
1192,0,0,0,0,0
1193,0,0,0,0,4096
1194,0,0,0,0,4096
1195,0,0,0,0,4096
1196,0,0,0,0,4096
1197,0,0,0,0,4096
1198,0,0,0,0,0
1199,0,0,0,0,0
1200,0,0,0,0,0
1201,0,0,0,0,0
1202,0,0,0,0,0
1203,0,0,0,0,4096
1204,0,0,0,0,4096
1205,0,0,0,0,4096
1206,0,0,231,0,4096
1207,0,0,0,0,4096
1208,0,95,0,0,0
1209,0,95,0,0,0
1210,0,0,0,0,0
1211,0,0,0,0,0
1212,0,0,0,0,0
1213,0,0,0,0,0
1214,0,0,0,0,4096
1215,0,0,0,0,4096
1216,0,0,0,0,4096
1217,0,0,0,0,4096
1218,0,69,0,0,4096
1219,0,0,0,0,0
1220,0,0,0,0,0
1221,0,0,0,0,0
1222,0,0,0,0,0
1223,0,0,0,0,0
1224,0,0,0,0,4096
1225,0,0,0,0,4096
1226,0,0,0,0,4096
1227,0,0,0,0,4096
1228,0,0,0,0,4096
1229,0,0,0,0,0
1230,0,0,0,0,0
1231,0,0,0,0,0
1232,0,0,0,0,0
1233,0,0,0,0,0
1234,0,0,0,0,0
1235,0,0,0,0,4096
1236,0,0,0,0,4096
1237,0,0,0,0,4096
1238,0,0,0,0,4096
1239,0,0,0,0,4096
1240,0,0,0,0,0
1241,0,0,0,0,0
1242,0,0,0,0,0
1243,0,0,0,0,0
1244,0,0,0,0,0
1245,0,0,0,0,4096
1246,0,0,0,0,4096
1247,0,0,0,0,4096
1248,0,0,0,0,4096
1249,0,0,0,0,0
1250,0,0,0,0,0
1251,0,0,0,0,0
1252,0,0,0,0,0
1253,0,0,0,0,0
1254,0,0,0,0,4096
1255,0,0,0,0,4096
1256,0,0,0,0,4096
1257,0,0,0,0,4096
1258,0,0,0,0,4096
1259,0,0,0,0,0
1260,0,0,0,0,0
1261,0,91,0,0,0
1262,0,234,0,0,0
1263,0,437,0,0,0
1264,0,0,0,0,4096
1265,0,0,0,0,4096
1266,0,0,0,0,4096
1267,0,0,0,0,4096
1268,474,0,0,0,4096
1269,474,0,0,0,0
1270,2888,0,231,0,0
1271,3707,0,2627,0,0
1272,4096,0,3323,0,0
1273,1379,0,4096,0,0
1274,0,4096,1004,0,4096
1275,0,4096,0,0,4096
1276,0,4096,0,0,4096
1277,0,3896,0,0,4096
1278,0,1187,0,0,0
1279,0,0,0,0,0
1280,0,511,0,0,0
1281,0,0,0,0,0
1282,0,0,0,0,0
1283,0,346,0,0,4096
1284,0,372,0,0,4096
1285,0,0,0,0,4096
1286,0,0,0,0,4096
1287,0,0,0,0,4096
1288,0,0,0,0,0
1289,528,0,0,0,0
1290,0,0,401,0,0
1291,0,2340,0,0,0
1292,0,4096,240,0,0
1293,0,4096,0,0,4096
1294,0,3211,321,0,4096
1295,0,775,0,0,4096
1296,0,0,0,0,4096
1297,0,0,0,0,4096
1298,0,0,0,0,0
1299,2466,0,0,0,0
1300,3699,0,1525,0,0
1301,4096,0,3132,0,0
1302,1365,0,4096,0,0
1303,0,4096,1204,0,4096
1304,0,4096,1204,0,4096
1305,0,4096,0,0,4096
1306,0,4096,0,0,4096
1307,0,4096,0,0,4096
1308,0,1850,0,0,0
1309,0,1850,0,0,0
1310,0,247,0,0,0
1311,0,0,0,0,4096
1312,308,0,0,0,4096
1313,792,0,1285,0,4096
1314,1012,0,2007,0,4096
1315,748,0,2088,0,4096
1316,0,1829,0,0,0
1317,0,4096,0,0,0
1318,0,4096,0,0,0
1319,0,4096,0,0,0
1320,0,3601,0,0,0
1321,0,1027,0,0,4096
1322,0,0,0,0,4096
1323,0,2626,0,0,4096
1324,0,2626,0,0,4096
1325,0,3701,0,0,4096
1326,0,2448,0,0,4096
1327,0,1144,0,0,0
1328,0,580,0,0,0
1329,0,0,0,0,0
1330,0,0,0,0,0
1331,0,0,0,0,0
1332,0,0,0,0,4096
1333,0,0,0,0,4096
1334,0,0,0,0,4096
1335,0,0,0,0,4096
1336,0,0,0,0,4096
1337,0,0,0,0,0
1338,0,0,0,0,0
1339,0,0,0,0,0
1340,0,0,0,0,0
1341,0,0,0,0,0
1342,0,0,0,0,4096
1343,0,0,0,0,4096
1344,0,0,0,0,4096
1345,0,0,0,0,4096
1346,0,0,401,0,4096
1347,0,268,0,0,0
1348,0,420,0,0,0
1349,0,0,0,0,0
1350,0,0,0,0,0
1351,0,0,0,0,0
1352,0,0,0,0,4096
1353,0,0,0,0,4096
1354,0,0,0,0,4096
1355,0,0,0,0,4096
1356,0,0,0,0,0
1357,0,0,803,0,0
1358,0,225,0,0,0
1359,0,0,0,0,0
1360,0,0,0,0,0
1361,0,0,0,0,4096
1362,0,0,0,0,4096
1363,0,0,0,0,4096
1364,0,0,0,0,4096
1365,0,0,0,0,4096
1366,0,0,0,0,4096
1367,0,0,0,0,4096
1368,0,26,0,0,0
1369,0,0,0,0,0
1370,0,0,0,0,0
1371,0,0,0,0,0
1372,0,0,0,0,4096
1373,0,0,0,0,4096
1374,0,0,0,0,4096
1375,0,0,0,0,4096
1376,0,0,0,0,4096
1377,0,0,0,0,0
1378,0,0,0,0,0
1379,0,0,0,0,0
1380,0,0,0,0,0
1381,0,0,0,0,0
1382,0,0,0,0,4096
1383,0,0,0,0,4096
1384,0,0,0,0,4096
1385,0,43,0,0,4096
1386,0,0,0,0,4096
1387,0,73,0,0,4096
1388,0,260,0,0,0
1389,0,260,0,0,0
1390,0,511,0,0,0
1391,0,0,0,0,0
1392,0,0,0,0,0
1393,0,0,0,0,4096
1394,0,0,0,0,4096
1395,0,0,0,0,4096
1396,0,0,0,0,4096
1397,0,0,0,0,4096
1398,0,0,0,0,0
1399,0,0,0,0,0
1400,0,0,0,0,0
1401,0,0,0,0,0
1402,0,0,0,0,4096
1403,0,0,240,0,4096
1404,0,0,0,0,4096
1405,0,0,0,0,4096
1406,0,0,0,0,4096
1407,0,0,0,0,4096
1408,0,0,0,0,0
1409,0,0,0,0,0
1410,0,0,0,0,0
1411,0,0,0,0,0
1412,0,0,0,0,0
1413,0,0,0,0,4096
1414,0,0,0,0,4096
1415,0,0,0,0,4096
1416,0,0,0,0,4096
1417,0,0,0,0,4096
1418,0,0,0,0,0
1419,0,0,0,0,0
1420,0,0,0,0,0
1421,0,0,0,0,0
1422,0,0,0,0,0
1423,0,0,0,0,4096
1424,0,0,0,0,4096
1425,0,0,0,0,4096
1426,0,0,0,0,4096
1427,0,0,0,0,4096
1428,0,0,0,0,0
1429,0,0,0,0,0
1430,0,0,0,0,0
1431,0,0,0,0,0
1432,0,0,0,0,0
1433,0,0,0,0,4096
1434,0,0,0,0,4096
1435,0,0,0,0,4096
1436,0,0,0,0,4096
1437,0,0,0,0,4096
1438,0,0,0,0,0
1439,0,0,0,0,0
1440,0,0,0,0,0
1441,0,0,0,0,0
1442,0,0,0,0,0
1443,0,0,0,0,0
1444,0,0,0,0,4096
1445,0,0,0,0,4096
1446,0,0,0,0,4096
1447,0,0,0,0,4096
1448,0,0,0,0,4096
1449,0,0,0,0,0
1450,0,0,0,0,0
1451,0,112,0,0,0
1452,0,221,0,0,0
1453,0,0,0,0,0
1454,0,0,0,0,4096
1455,0,82,0,0,4096
1456,0,0,0,0,4096
1457,0,0,0,0,4096
1458,0,0,0,0,4096
1459,0,0,0,0,0
1460,0,0,0,0,0
1461,0,0,0,0,0
1462,0,0,0,0,0
1463,0,0,0,0,0
1464,0,0,0,0,0
1465,0,0,0,0,4096
1466,0,0,0,0,4096
1467,0,0,0,0,4096
1468,0,0,0,0,4096
1469,0,0,0,0,4096
1470,0,0,0,0,0
1471,0,0,0,0,0
1472,0,0,0,0,0
1473,0,0,0,0,0
1474,0,0,0,0,4096
1475,0,0,0,0,4096
1476,0,0,0,0,4096
1477,0,0,0,0,4096
1478,0,0,0,0,4096
1479,0,0,0,0,0
1480,0,0,0,0,0
1481,0,0,0,0,0
1482,0,0,0,0,0
1483,0,0,0,0,0
1484,0,0,0,0,4096
1485,0,0,0,0,4096
1486,0,0,0,0,4096
1487,0,0,0,0,4096
1488,0,0,0,0,4096
1489,0,0,0,0,0
1490,0,0,0,0,0
1491,0,0,0,0,0
1492,0,0,0,0,0
1493,0,0,0,0,0
1494,0,0,0,0,4096
1495,0,0,0,0,4096
1496,0,0,0,0,4096
1497,0,0,0,0,4096
1498,0,0,0,0,4096
1499,0,0,0,0,4096
1500,0,0,0,0,0
1501,0,0,0,0,0
1502,0,0,0,0,0
1503,0,0,0,0,0
1504,0,0,0,0,4096
1505,0,147,0,0,4096
1506,0,0,0,0,4096
1507,0,0,0,0,4096
1508,0,0,0,0,4096
1509,0,0,0,0,0
1510,0,0,0,0,0
1511,0,0,0,0,0
1512,0,0,0,0,0
1513,0,0,0,0,0
1514,0,0,0,0,4096
1515,0,0,0,0,4096
1516,0,0,0,0,4096
1517,0,0,0,0,4096
1518,0,0,0,0,4096
1519,0,0,0,0,4096
1520,0,0,0,0,0
1521,0,0,0,0,0
1522,0,0,0,0,0
1523,0,0,0,0,0
1524,0,0,0,0,0
1525,0,0,0,0,4096
1526,0,0,0,0,4096
1527,0,0,0,0,4096
1528,0,0,0,0,4096
1529,0,0,0,0,4096
1530,0,0,0,0,0
1531,0,0,0,0,0
1532,0,0,0,0,0
1533,0,0,0,0,0
1534,0,0,0,0,0
1535,0,0,0,0,4096
1536,0,0,0,0,4096
1537,0,0,0,0,4096
1538,0,0,0,0,4096
1539,0,0,0,0,0
1540,0,0,0,0,0
1541,0,0,0,0,0
1542,0,0,0,0,0
1543,0,0,0,0,0
1544,0,0,0,0,4096
1545,0,0,0,0,4096
1546,0,0,0,0,4096
1547,0,0,0,0,4096
1548,0,0,0,0,4096
1549,0,0,0,0,0
1550,0,0,0,0,0
1551,0,0,534,0,0
1552,0,0,0,0,0
1553,0,0,0,0,0
1554,0,0,0,0,4096
1555,0,0,0,0,4096
1556,0,0,0,0,4096
1557,0,0,0,0,4096
1558,0,0,0,0,4096
1559,0,0,0,0,4096
1560,0,0,0,0,0
1561,0,0,0,0,0
1562,0,0,0,0,0
1563,0,0,0,0,0
1564,0,0,0,0,0
1565,0,0,0,0,4096
1566,0,0,0,0,4096
1567,0,0,0,0,4096
1568,0,0,0,0,4096
1569,0,0,0,0,4096
1570,0,0,0,0,0
1571,0,0,0,0,0
1572,0,0,0,0,0
1573,0,0,0,0,0
1574,0,0,0,0,4096
1575,0,0,0,0,4096
1576,0,0,0,0,4096
1577,0,0,0,0,4096
1578,0,771,0,0,4096
1579,0,125,0,0,0
1580,0,988,0,0,0
1581,0,0,0,0,0
1582,0,0,0,0,0
1583,0,0,0,0,0
1584,0,0,0,0,4096
1585,1958,0,0,0,4096
1586,3383,0,1246,0,4096
1587,4096,0,2849,0,4096
1588,3739,0,4096,0,4096
1589,3739,0,4096,0,0
1590,0,0,3739,0,0
1591,0,4096,0,0,0
1592,0,4096,0,0,0
1593,0,4096,0,0,0
1594,0,2219,0,0,4096
1595,0,134,0,0,4096
1596,0,710,0,0,4096
1597,0,1265,0,0,0
1598,0,1057,0,0,0
1599,0,1057,0,0,0
1600,0,624,0,0,4096
1601,0,0,0,0,4096
1602,0,0,0,0,4096
1603,0,0,0,0,4096
1604,0,0,0,0,4096
1605,0,0,0,0,0
1606,0,0,0,0,0
1607,0,0,0,0,0
1608,0,0,0,0,0
1609,0,0,0,0,0
1610,0,0,0,0,4096
1611,0,0,0,0,4096
1612,0,0,0,0,4096
1613,0,0,0,0,4096
1614,0,0,0,0,4096
1615,0,0,0,0,0
1616,0,0,0,0,0
1617,0,0,0,0,0
1618,0,0,0,0,0
1619,0,0,0,0,0
1620,0,0,0,0,4096
1621,0,0,0,0,4096
1622,0,0,0,0,4096
1623,0,0,0,0,4096
1624,0,0,0,0,0
1625,0,0,0,0,0
1626,0,0,0,0,0
1627,0,0,0,0,0
1628,0,0,0,0,0
1629,0,0,0,0,0
1630,0,0,0,0,4096
1631,0,0,0,0,4096
1632,0,0,0,0,4096
1633,0,0,0,0,4096
1634,0,0,0,0,4096
1635,0,0,0,0,0
1636,0,0,0,0,0
1637,0,0,0,0,0
1638,0,0,0,0,0
1639,0,0,0,0,0
1640,0,0,0,0,4096
1641,0,0,0,0,4096
1642,0,0,0,0,4096
1643,0,0,0,0,4096
1644,0,0,0,0,4096
1645,0,0,0,0,0
1646,0,0,0,0,0
1647,0,0,0,0,0
1648,0,0,0,0,0
1649,0,0,0,0,0
1650,0,0,0,0,4096
1651,0,0,0,0,4096
1652,0,0,534,0,4096
1653,0,0,0,0,4096
1654,0,0,0,0,4096
1655,0,0,0,0,0
1656,0,0,0,0,0
1657,0,0,0,0,0
1658,0,0,0,0,0
1659,0,0,0,0,0
1660,0,0,0,0,4096
1661,0,0,0,0,4096
1662,0,0,0,0,4096
1663,0,0,0,0,4096
1664,0,0,0,0,4096
1665,0,0,0,0,0
1666,0,0,0,0,0
1667,0,0,0,0,0
1668,0,0,0,0,0
1669,0,0,0,0,4096
1670,0,0,0,0,4096
1671,0,0,0,0,4096
1672,0,0,0,0,4096
1673,0,0,0,0,4096
1674,0,0,0,0,0
1675,0,0,0,0,0
1676,0,0,0,0,0
1677,0,0,0,0,0
1678,0,0,0,0,0
1679,0,0,0,0,4096
1680,0,0,0,0,4096
1681,0,0,0,0,4096
1682,0,0,0,0,4096
1683,0,0,0,0,4096
1684,0,0,0,0,0
1685,0,0,0,0,0
1686,0,0,0,0,0
1687,0,0,0,0,0
1688,0,0,0,0,0
1689,0,0,0,0,4096
1690,0,0,0,0,4096
1691,0,0,0,0,4096
1692,0,0,0,0,4096
1693,0,0,0,0,4096
1694,0,0,0,0,0
1695,1958,0,3561,0,0
1696,0,0,0,0,0
1697,0,628,0,0,0
1698,0,164,0,0,0
1699,0,0,0,0,4096
1700,0,0,0,0,4096
1701,0,0,0,0,4096
1702,0,13,0,0,4096
1703,0,0,0,0,4096
1704,0,0,0,0,4096
1705,0,0,534,0,0
1706,0,0,0,0,0
1707,0,0,0,0,0
1708,0,0,0,0,0
1709,0,0,0,0,4096
1710,0,0,0,0,4096
1711,0,0,0,0,4096
1712,0,0,0,0,4096
1713,0,0,0,0,4096
1714,0,0,0,0,0
1715,0,0,0,0,0
1716,0,0,0,0,0
1717,0,0,0,0,0
1718,0,0,0,0,0
1719,0,0,0,0,4096
1720,0,0,0,0,4096
1721,0,0,0,0,4096
1722,0,0,0,0,4096
1723,0,0,0,0,4096
1724,0,0,0,0,0
1725,0,0,0,0,0
1726,0,0,0,0,0
1727,0,0,0,0,0
1728,0,0,534,0,0
1729,0,0,0,0,4096
1730,0,0,0,0,4096
1731,0,0,0,0,4096
1732,0,0,0,0,4096
1733,0,0,0,0,4096
1734,0,0,0,0,0
1735,0,0,0,0,0
1736,0,0,0,0,0
1737,0,0,0,0,0
1738,0,0,712,0,0
1739,0,0,0,0,4096
1740,0,0,0,0,4096
1741,0,0,0,0,4096
1742,0,0,0,0,4096
1743,0,0,0,0,4096
1744,0,0,0,0,0
1745,0,0,0,0,0
1746,0,0,0,0,0
1747,0,0,534,0,0
1748,0,0,0,0,4096
1749,0,0,0,0,4096
1750,0,0,0,0,4096
1751,0,0,0,0,4096
1752,0,0,0,0,4096
1753,0,30,0,0,0
1754,0,658,0,0,0
1755,0,312,0,0,0
1756,0,0,0,0,0
1757,0,69,0,0,0
1758,0,0,0,0,4096
1759,0,0,0,0,4096
1760,0,0,0,0,4096
1761,0,0,0,0,4096
1762,0,0,0,0,4096
1763,0,0,0,0,0
1764,0,0,0,0,0
1765,0,0,0,0,0
1766,0,0,0,0,0
1767,0,0,0,0,0
1768,0,0,0,0,4096
1769,0,0,0,0,4096
1770,0,0,0,0,4096
1771,0,0,0,0,4096
1772,0,0,0,0,4096
1773,0,0,0,0,0
1774,0,0,0,0,0
1775,0,0,0,0,0
1776,0,0,0,0,0
1777,0,0,0,0,0
1778,0,0,534,0,4096
1779,0,0,712,0,4096
1780,0,0,0,0,4096
1781,0,0,0,0,4096
1782,0,0,0,0,4096
1783,0,0,0,0,4096
1784,0,0,0,0,0
1785,0,0,0,0,0
1786,0,0,0,0,0
1787,0,0,0,0,0
1788,0,0,534,0,0
1789,0,0,0,0,4096
1790,0,0,0,0,4096
1791,0,0,0,0,4096
1792,0,0,0,0,4096
1793,0,0,0,0,4096
1794,0,0,0,0,0
1795,0,0,0,0,0
1796,0,0,0,0,0
1797,0,0,0,0,0
1798,0,65,862,0,4096
1799,0,0,862,0,4096
1800,0,0,646,0,4096
1801,0,0,0,0,4096
1802,0,0,0,0,4096
1803,0,0,0,0,0
1804,0,0,0,0,0
1805,0,0,0,0,0
1806,0,0,0,0,0
1807,0,0,0,0,0
1808,0,0,0,0,4096
1809,0,0,0,0,4096
1810,0,0,646,0,4096
1811,0,0,0,0,4096
1812,0,0,0,0,4096
1813,0,0,0,0,0
1814,0,0,0,0,0
1815,0,0,0,0,0
1816,0,0,0,0,0
1817,0,0,0,0,0
1818,0,0,0,0,4096
1819,0,0,862,0,4096
1820,0,0,1077,0,4096
1821,0,0,0,0,4096
1822,0,0,0,0,4096
1823,0,0,0,0,0
1824,0,0,0,0,0
1825,0,0,0,0,0
1826,420,0,0,0,0
1827,0,0,0,0,0
1828,0,2219,862,0,4096
1829,0,4096,1077,0,4096
1830,0,4096,1509,0,4096
1831,0,1356,0,0,4096
1832,0,0,0,0,0
1833,0,0,0,0,0
1834,0,0,0,0,0
1835,210,0,0,0,0
1836,682,0,0,0,0
1837,0,0,646,0,4096
1838,0,4096,1077,0,4096
1839,0,4096,1293,0,4096
1840,0,4096,1293,0,4096
1841,0,3224,0,0,4096
1842,0,511,0,0,0
1843,0,0,0,0,0
1844,0,0,0,0,0
1845,0,0,0,0,0
1846,0,0,0,0,0
1847,0,0,0,0,4096
1848,0,0,0,0,4096
1849,0,0,1293,0,4096
1850,0,1768,1077,0,4096
1851,0,1833,1293,0,4096
1852,0,0,0,0,0
1853,0,0,0,0,0
1854,0,0,0,0,0
1855,0,0,0,0,0
1856,0,0,0,0,0
1857,0,0,0,0,4096
1858,0,0,0,0,4096
1859,0,0,0,0,4096
1860,0,0,646,0,4096
1861,0,0,862,0,4096
1862,0,0,0,0,0
1863,0,0,0,0,0
1864,0,0,0,0,0
1865,0,0,0,0,0
1866,0,0,0,0,0
1867,0,0,0,0,4096
1868,0,0,0,0,4096
1869,0,0,0,0,4096
1870,0,0,0,0,4096
1871,0,0,646,0,0
1872,0,0,646,0,0
1873,0,0,0,0,0
1874,0,0,0,0,0
1875,0,0,0,0,0
1876,0,0,0,0,4096
1877,0,0,0,0,4096
1878,0,0,0,0,4096
1879,0,0,0,0,4096
1880,0,0,0,0,4096
1881,0,0,0,0,4096
1882,0,0,646,0,0
1883,0,0,862,0,0
1884,0,0,0,0,0
1885,0,0,0,0,0
1886,0,0,0,0,0
1887,0,0,0,0,4096
1888,0,0,0,0,4096
1889,0,0,0,0,4096
1890,0,0,0,0,4096
1891,0,0,0,0,4096
1892,0,0,862,0,0
1893,0,0,1077,0,0
1894,0,0,1077,0,0
1895,0,0,0,0,0
1896,0,0,0,0,0
1897,0,0,0,0,4096
1898,0,0,0,0,4096
1899,0,0,0,0,4096
1900,0,0,0,0,4096
1901,0,0,0,0,4096
1902,0,0,0,0,0
1903,0,0,0,0,0
1904,0,0,646,0,0
1905,0,0,1077,0,0
1906,0,0,0,0,4096
1907,0,0,0,0,4096
1908,0,0,0,0,4096
1909,0,0,0,0,4096
1910,0,0,0,0,4096
1911,0,0,0,0,0
1912,0,0,0,0,0
1913,0,0,0,0,0
1914,0,0,1077,0,0
1915,0,0,0,0,0
1916,0,0,0,0,4096
1917,0,0,0,0,4096
1918,0,0,0,0,4096
1919,0,0,0,0,4096
1920,0,0,0,0,4096
1921,0,0,0,0,0
1922,0,0,0,0,0
1923,0,0,4096,0,0
1924,0,0,1940,0,0
1925,0,2990,1724,0,0
1926,0,3320,1509,0,4096
1927,0,1482,0,0,4096
1928,0,0,0,0,4096
1929,892,0,0,0,4096
1930,2153,0,0,0,4096
1931,3150,0,0,0,0
1932,4096,0,2586,0,0
1933,0,0,3233,0,0
1934,0,4096,2371,0,0
1935,0,4096,2155,0,4096
1936,0,4096,0,0,4096
1937,0,3740,0,0,4096
1938,0,966,0,0,4096
1939,0,0,0,0,4096
1940,0,0,0,0,0
1941,0,0,0,0,0
1942,0,0,0,0,0
1943,0,0,0,0,0
1944,0,0,0,0,0
1945,0,0,1077,0,4096
1946,0,0,0,0,4096
1947,0,0,0,0,4096
1948,0,0,0,0,4096
1949,0,0,0,0,4096
1950,0,0,0,0,0
1951,0,0,0,0,0
1952,0,0,0,0,0
1953,0,0,0,0,0
1954,0,0,0,0,0
1955,0,0,646,0,4096
1956,0,0,1293,0,4096
1957,0,0,0,0,4096
1958,0,0,0,0,4096
1959,0,0,0,0,4096
1960,0,0,0,0,0
1961,0,0,0,0,0
1962,0,0,0,0,0
1963,0,0,0,0,0
1964,0,0,646,0,0
1965,0,0,1077,0,4096
1966,0,0,1293,0,4096
1967,0,0,0,0,4096
1968,0,0,0,0,4096
1969,0,0,0,0,0
1970,0,0,0,0,0
1971,0,0,0,0,0
1972,0,0,0,0,0
1973,0,0,0,0,0
1974,0,0,646,0,4096
1975,0,0,1077,0,4096
1976,0,0,0,0,4096
1977,0,0,0,0,4096
1978,0,0,0,0,4096
1979,0,0,0,0,0
1980,0,0,0,0,0
1981,0,0,0,0,0
1982,0,338,0,0,0
1983,0,849,0,0,0
1984,0,784,1077,0,4096
1985,0,0,1293,0,4096
1986,0,0,0,0,4096
1987,0,0,0,0,4096
1988,0,0,0,0,4096
1989,0,0,0,0,0
1990,0,0,0,0,0
1991,0,0,0,0,0
1992,0,0,0,0,0
1993,0,0,0,0,0
1994,0,0,0,0,4096
1995,0,0,646,0,4096
1996,0,0,1293,0,4096
1997,0,0,0,0,4096
1998,0,0,0,0,0
1999,0,0,0,0,0
2000,0,0,0,0,0
2001,0,0,0,0,0
2002,0,0,0,0,0
2003,0,0,0,0,4096
2004,0,0,0,0,4096
2005,0,0,1077,0,4096
2006,0,0,0,0,4096
2007,0,0,0,0,4096
2008,0,0,0,0,0
2009,0,0,0,0,0
2010,0,0,0,0,0
2011,0,0,0,0,0
2012,0,0,0,0,0
2013,0,0,0,0,4096
2014,0,0,862,0,4096
2015,0,0,1077,0,4096
2016,0,0,0,0,4096
2017,0,0,0,0,4096
2018,0,0,0,0,0
2019,0,0,0,0,0
2020,0,0,0,0,0
2021,0,0,0,0,0
2022,0,0,0,0,4096
2023,0,0,0,0,4096
2024,0,0,862,0,4096
2025,0,0,862,0,4096
2026,0,0,0,0,4096
2027,0,0,0,0,0
2028,0,0,0,0,0
2029,0,0,0,0,0
2030,0,0,0,0,0
2031,0,0,0,0,0
2032,0,0,0,0,4096
2033,0,0,0,0,4096
2034,0,0,1077,0,4096
2035,0,0,0,0,4096
2036,0,0,0,0,4096
2037,0,0,0,0,4096
2038,0,0,0,0,0
2039,0,0,0,0,0
2040,0,0,0,0,0
2041,0,147,0,0,0
2042,0,60,0,0,0
2043,0,0,646,0,4096
2044,0,0,646,0,4096
2045,0,60,862,0,4096
2046,0,0,0,0,4096
2047,0,0,0,0,4096
2048,0,0,0,0,0
2049,0,0,0,0,0
2050,0,0,0,0,0
2051,0,0,0,0,0
2052,0,0,0,0,0
2053,0,0,0,0,4096
2054,0,0,240,0,4096
2055,0,0,321,0,4096
2056,0,0,0,0,4096
2057,0,0,0,0,4096
2058,0,0,0,0,0
2059,0,0,0,0,0
2060,0,0,0,0,0
2061,0,0,0,0,0
2062,0,0,0,0,4096
2063,0,0,0,0,4096
2064,0,0,0,0,4096
2065,0,0,722,0,4096
2066,0,0,562,0,4096
2067,0,0,0,0,0
2068,0,0,0,0,0
2069,0,0,0,0,0
2070,0,0,0,0,0
2071,2072,0,0,0,0
2072,3602,0,1606,0,0
2073,4096,0,3212,0,4096
2074,4096,0,3212,0,4096
2075,4096,0,4096,0,4096
2076,0,1243,2007,0,4096
2077,0,4096,0,0,4096
2078,0,4096,0,0,0
2079,0,4078,0,0,0
2080,0,1621,0,0,0
2081,0,225,0,0,0
2082,0,0,0,0,0
2083,0,212,0,0,4096
2084,0,212,0,0,4096
2085,0,0,0,0,4096
2086,2368,0,2088,0,4096
2087,3701,0,3453,0,4096
2088,3355,0,4015,0,0
2089,986,0,0,0,0
2090,0,3610,0,0,0
2091,0,4096,0,0,0
2092,0,4096,0,0,0
2093,0,4056,0,0,4096
2094,0,1816,0,0,4096
2095,0,914,0,0,4096
2096,0,2119,0,0,4096
2097,0,1660,240,0,4096
2098,0,1256,0,0,0
2099,0,1256,0,0,0
2100,0,0,0,0,0
2101,0,0,0,0,0
2102,0,0,0,0,0
2103,0,0,0,0,4096
2104,0,0,0,0,4096
2105,690,0,0,0,4096
2106,1085,0,803,0,4096
2107,0,0,1847,0,0
2108,0,4096,642,0,0
2109,0,4096,562,0,0
2110,0,4048,0,0,0
2111,0,0,0,0,0
2112,0,0,0,0,0
2113,0,3944,0,0,4096
2114,0,4096,0,0,4096
2115,0,3047,0,0,4096
2116,0,2427,0,0,4096
2117,0,1608,0,0,4096
2118,0,680,0,0,0
2119,0,316,401,0,0
